date,section,lead_paragraph
2018-10-18 12:52:09+00:00,World,"KANDAHAR, Afghanistan — One of the most devastating Taliban assassination strikes of the long Afghan war on Thursday killed a regional police chief with a larger-than-life reputation as one of the last stalwarts against the militants. The top American commander in Afghanistan narrowly escaped injury."
2018-03-20 19:29:38+00:00,U.S.,See full results and maps from the Illinois primaries.
2018-03-21 13:31:51+00:00,U.S.,"WASHINGTON — Members of the Senate Intelligence Committee pressured Kirstjen Nielsen, the secretary of homeland security, on Wednesday to speed up key election security measures, even as she trumpeted the adoption of important improvements ahead of November’s midterm elections."
2018-07-16 01:18:46+00:00,U.S.,"WASHINGTON — President Trump has raised more than $88 million for his re-election campaign over the last year and a half, giving him a dramatic head start on prospective Democratic challengers in the 2020 race."
2018-03-30 15:31:14+00:00,U.S.,"One thing has become clear about the midterm elections, which will determine the political script for the rest of President Trump’s term: Pennsylvania is where much of the action will be."
2018-01-23 20:35:05+00:00,U.S.,"A full list of elections for the House and Senate, including which races matter most for congressional control."
2018-03-19 18:59:38+00:00,World,Election observers and opposition activists shared videos on social media showing individuals appearing to cast multiple ballots during Russia’s election on Sunday.
2019-08-13 15:39:55+00:00,U.S.,"MILWAUKEE — An energized crowd of 500 packed into a mixed-use space here on a summer Sunday afternoon to hear a rousing stump speech from Senator Cory Booker of New Jersey, who was making the final stop in a 12-day campaign blitz in a state that won’t hold its primary until April."
2018-11-19 18:30:04+00:00,Sports,"This year’s Hall of Fame ballot, announced Monday and mailed to voters this week, is tinged with sadness."
2018-05-15 13:21:41+00:00,U.S.,"Voters on Tuesday will cast ballots in primaries in four states: Idaho, Nebraska, Oregon and Pennsylvania. The New York Times will have live results beginning Tuesday evening. "
2018-05-04 07:48:44+00:00,World,"LONDON — Despite mounting troubles over Britain’s withdrawal from the European Union and a recent cabinet resignation, Prime Minister Theresa May’s Conservative Party emerged relatively unscathed from local elections, according to results released on Friday that showed that its opponents had failed to make the breakthrough many expected."
2018-08-01 23:52:38+00:00,Technology,"They covered their tracks, using software to camouflage their internet traffic. They created Facebook pages for anti-Trump culture warriors, Hispanic activists and fans of alternative medicine. And they organized protests in coordination with real-world political groups."
2018-08-08 09:00:09+00:00,U.S.,"The most significant harbinger from the Ohio race may not be the narrow margin, but the turnout gap between the most and least heavily populated parts of a district that absorbs the close-in suburbs of Columbus and rural stretches of central Ohio."
2018-04-27 22:42:20+00:00,U.S.,"WASHINGTON — The Republican-controlled House Intelligence Committee released on Friday the results of its investigation into Russia’s meddling in the 2016 election, and Democrats issued a dissenting report. The accounts reached dueling interpretations of a litany of information about contacts between Trump campaign officials and Russians."
2018-05-20 11:13:16+00:00,Opinion,"On Sunday, a presidential election is taking place in Venezuela against the background of a deepening economic crisis. The oil-rich country is suffering water and power shortages, and its people are struggling to pay for food and medicines. Many people have fled to neighboring countries."
2018-09-13 06:20:28+00:00,Technology,SAN FRANCISCO — Mark Zuckerberg began the year by promising to make Facebook safer from election interference around the world. He has spent most of the rest of the year apologizing for not recognizing the problem earlier.
2018-03-14 16:31:37+00:00,U.S.,"The special election in southwest Pennsylvania garnered national attention for what it could portend for the midterm elections in November. Democratic enthusiasm in the heart of Trump country may have signaled a brewing blue wave in November. But on Wednesday morning, the winner of the House’s 18th district in Pennsylvania was not officially decided."
2018-07-16 17:07:07+00:00,World,"HELSINKI, Finland — President Trump stood next to President Vladimir V. Putin of Russia on Monday and publicly challenged the conclusion of his own intelligence agencies that Moscow interfered in the 2016 presidential election, wrapping up what he called a “deeply productive” summit meeting with an extraordinary show of trust for a leader accused of attacking American democracy."
2018-08-27 23:50:12+00:00,U.S.,"A panel of three federal judges again declared North Carolina’s congressional district map to be unconstitutional, ruling on Monday that it was gerrymandered to unfairly favor Republican candidates."
2018-03-04 00:15:28+00:00,World,"ROME — After a heated campaign, Italians voted on Sunday for a new Parliament in an election that was being closely watched by European leaders for its potential impact on the country’s stability and political continuity."
2018-04-24 01:00:30+00:00,U.S.,The race is mostly a test of the resilience of the G.O.P. base at a moment when Democrats are enjoying a surge of voter energy.
2018-10-28 14:09:50+00:00,U.S.,"In South Florida, not far from the mass shooting in Parkland in February, voters absorbed a week of gun violence and pipe bombs with a kind of grim resignation."
2018-02-17 19:30:19+00:00,Sunday Review,"Bags of cash delivered to a Rome hotel for favored Italian candidates. Scandalous stories leaked to foreign newspapers to swing an election in Nicaragua. Millions of pamphlets, posters and stickers printed to defeat an incumbent in Serbia."
2018-04-08 22:34:32+00:00,World,"BUDAPEST, Hungary — Prime Minister Viktor Orban of Hungary, who has set about transforming this former Soviet bloc member from a vibrant democracy into a semi-autocratic state under one political party’s control, appeared to have won a sweeping victory in national elections on Sunday, with 93 percent of the vote counted."
2018-04-05 14:53:31+00:00,Opinion,It’s time America’s leaders got serious about voting security.
2018-09-12 16:01:29+00:00,U.S.,"PARSIPPANY, N.J. — Mikie Sherrill, Democratic candidate for Congress, had finished a radio interview and was heading toward the stage at the local library where a crowd waited for her to begin an event with the mayor and a native-son-turned-astronaut."
2018-07-29 13:36:25+00:00,World,"EPWORTH, Zimbabwe — As he buttonholed voters less than two days before Zimbabwe’s general election, the opposition candidate worked the crowd alone and on foot. He bounced from voter to voter, a wide smile across his face, ready with a handshake and a joke."
2018-07-12 23:32:40+00:00,World,"DAKAR, Senegal — When the American ambassador took up his post in Cameroon late last year, he stepped into an increasingly troubled nation, locked in battle against Islamist militants in one part of the country and armed separatists in another."
2018-04-17 22:09:54+00:00,Business Day,"President Trump’s trade policies enjoy the strong backing of his supporters but are less popular among independents, moderate Republicans and others whose votes could decide control of Congress in the midterm election this fall. That could complicate Republicans’ plans to make their economic record a central argument in their case for re-election."
2018-07-24 18:37:04+00:00,U.S.,"Gov. Steve Bullock of Montana, a Democrat who has crusaded against the loosening of campaign finance rules, is suing the Trump administration to block it from eliminating a mandate that politically active nonprofit groups disclose the identities of their major donors to the government."
