year_type,year,organization_group_code,organization_group,department_code,department,union_code,union,job_family_code,job_family,job_code,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_dental,other_benefits,total_benefits,total_compensation
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,48389,68713.56,29694.15,5817.97,104225.68,22146.11,13762.05,7815.36,43723.52,147949.2
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,18098,56531.0,0.0,2930.55,59461.55,11796.81,12424.5,4667.98,28889.29,88350.84
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,20598,79420.35,1983.91,9468.59,90872.85,19241.07,12536.5,7452.06,39229.63,130102.48
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,51880,65116.14,3294.56,920.74,69331.44,16131.91,13026.73,5251.22,34409.86,103741.3
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,2626,43062.87,7079.1,1020.0,51161.97,11373.37,10488.98,4123.44,25985.79,77147.76
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1444,Secretary 1,42443,58782.07,0.0,624.0,59406.07,12243.99,12424.5,4924.19,29592.68,88998.75
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,16115,66569.84,22356.36,6107.92,95034.12,19890.25,13116.39,7218.61,40225.25,135259.37
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,22113,70875.18,51912.37,9105.34,131892.89,23773.58,14192.44,9024.19,46990.21,178883.1
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,35487,3486.5,0.0,899.15,4385.65,831.25,907.93,340.39,2079.57,6465.22
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38045,65640.02,21629.61,733.2,88002.83,19700.86,13145.22,6393.81,39239.89,127242.72
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,44984,15440.97,3406.19,689.08,19536.24,4327.79,3058.28,1469.48,8855.55,28391.79
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9117,Pr Fare Collections Receiver,5318,90449.5,63.98,13530.61,104044.09,21206.51,12500.56,8543.95,42251.02,146295.11
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2706,Housekeeper/Food Service Clnr,11354,45304.4,0.0,6743.51,52047.91,11857.47,12424.5,3800.14,28082.11,80130.02
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,25583,940.2,0.0,0.0,940.2,170.08,0.0,74.27,244.35,1184.55
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,31515,64157.78,9106.38,1770.18,75034.34,19567.65,12850.07,5858.22,38275.94,113310.28
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,28834,0.0,0.0,10271.07,10271.07,0.0,0.0,785.74,785.74,11056.81
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,34566,43792.23,6767.78,811.74,51371.75,11541.78,13031.39,3889.85,28463.02,79834.77
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,4969,55533.13,0.0,0.0,55533.13,14327.53,12500.56,4599.04,31427.13,86960.26
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,3312,47808.35,2776.9,847.74,51432.99,13018.58,9399.85,3954.2,26372.63,77805.62
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,27234,66232.32,6806.8,2069.97,75109.09,20281.69,13259.64,5877.41,39418.74,114527.83
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,38077,77366.95,4343.28,7997.81,89708.04,19045.97,12350.7,6940.17,38336.84,128044.88
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,24473,67174.56,15838.74,6338.25,89351.55,20146.29,13237.65,6954.71,40338.65,129690.2
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,50886,41586.78,5454.4,991.25,48032.43,11126.99,12774.12,3642.24,27543.35,75575.78
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42411,67375.63,2464.59,2600.42,72440.64,20779.2,13494.07,6226.06,40499.33,112939.97
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,26842,52924.42,0.0,6704.44,59628.86,12681.06,11824.16,4563.53,29068.75,88697.61
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,19794,5863.16,0.0,262.0,6125.16,1635.48,1156.97,394.47,3186.92,9312.08
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,30397,56531.0,0.0,9208.48,65739.48,12809.78,12424.5,5364.6,30598.88,96338.36
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,14423,54957.46,24227.46,5172.17,84357.09,13247.18,8177.27,6636.21,28060.66,112417.75
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,3565,64011.33,6326.22,3133.39,73470.94,15267.44,12610.03,5395.44,33272.91,106743.85
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,51282,61522.78,2387.82,5889.09,69799.69,13803.97,12233.83,5737.3,31775.1,101574.79
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,50676,47169.3,0.0,259.05,47428.35,12169.76,12404.77,3825.3,28399.83,75828.18
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,44116,11664.2,0.0,876.73,12540.93,2697.22,3058.34,939.89,6695.45,19236.38
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,13632,756.92,227.08,0.0,984.0,214.21,239.48,74.59,528.28,1512.28
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,35055,62820.52,5304.51,945.36,69070.39,17594.66,12403.78,4856.53,34854.97,103925.36
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,23299,4489.45,0.0,312.94,4802.39,0.0,1206.61,371.8,1578.41,6380.8
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,5743,9579.82,671.11,49.28,10300.21,2301.28,2930.62,779.65,6011.55,16311.76
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,53159,50427.4,0.0,1040.0,51467.4,12334.83,12424.5,4181.73,28941.06,80408.46
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,51800,59816.89,16570.45,5074.1,81461.44,18051.08,11831.65,6127.58,36010.31,117471.75
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9504,Permit And Citation Clerk,45215,68705.33,9363.47,0.0,78068.8,14160.59,12421.52,6443.73,33025.84,111094.64
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,6643,56531.0,0.0,3930.9,60461.9,11780.12,12424.5,4706.06,28910.68,89372.58
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,38142,12055.89,0.0,85.84,12141.73,0.0,0.0,959.18,959.18,13100.91
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,41163,66567.81,990.75,1133.85,68692.41,20098.44,13333.69,5348.09,38780.22,107472.63
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,5668,64691.8,30083.35,1637.21,96412.36,19691.12,12959.99,7486.92,40138.03,136550.39
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,31592,58066.47,14348.78,3779.99,76195.24,18352.92,11637.07,5974.61,35964.6,112159.84
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9110,Fare Collections Receiver,50348,60598.79,1244.29,4400.77,66243.85,12935.15,11984.32,5480.36,30399.83,96643.68
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,9618,67064.33,174.97,1185.3,68424.6,18664.34,13213.04,5071.62,36949.0,105373.6
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9150,Train Controller,31616,96012.23,24413.7,13177.77,133603.7,23599.03,11821.23,9848.52,45268.78,178872.48
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1402,Junior Clerk,2928,12770.0,0.0,0.0,12770.0,2808.12,3822.92,1031.78,7662.82,20432.82
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",1400,"Clerical, Secretarial & Steno",1429,Nurses Staffing Assistant,17444,58495.88,0.0,4396.1,62891.98,13767.31,12232.28,5196.91,31196.5,94088.48
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,7650,66646.85,4912.82,4890.92,76450.59,19632.41,13134.43,5812.08,38578.92,115029.51
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,30582,66909.06,11430.9,5589.46,83929.42,21534.21,13398.64,6532.95,41465.8,125395.22
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,35300,40556.2,3792.79,2269.09,46618.08,10956.12,9531.07,3623.28,24110.47,70728.55
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,45262,66965.16,21527.25,678.65,89171.06,20081.21,13410.68,6975.02,40466.91,129637.97
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,39941,69519.76,21218.05,6533.76,97271.57,20880.18,13702.68,7393.62,41976.48,139248.05
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,24139,17906.61,98.86,11978.46,29983.93,5612.58,3561.05,2255.02,11428.65,41412.58
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,13569,47921.88,12756.01,7690.59,68368.48,13852.49,9530.13,5308.31,28690.93,97059.41
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,6820,580.43,0.0,0.0,580.43,0.0,212.06,45.06,257.12,837.55
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,3930,66351.55,19457.73,3638.79,89448.07,20783.58,13290.16,6764.34,40838.08,130286.15
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42474,60413.8,13974.61,2995.78,77384.19,18813.85,12101.95,6046.95,36962.75,114346.94
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,18888,53080.0,6172.11,4389.27,63641.38,14325.39,12500.56,4972.97,31798.92,95440.3
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2706,Housekeeper/Food Service Clnr,38952,29814.3,0.0,4956.33,34770.63,7717.38,7502.48,2856.04,18075.9,52846.53
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,10143,54635.8,0.0,6921.65,61557.45,14250.67,12424.5,4928.58,31603.75,93161.2
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2706,Housekeeper/Food Service Clnr,13274,49167.9,0.0,4515.57,53683.47,13376.42,12500.56,4428.11,30305.09,83988.56
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,27558,62811.0,26823.4,14572.15,104206.55,15047.89,12424.5,8437.66,35910.05,140116.6
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12404,67769.46,1060.17,1230.57,70060.2,18904.95,13355.2,5200.81,37460.96,107521.16
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,19458,26344.22,1053.46,783.37,28181.05,5540.22,5122.96,2138.51,12801.69,40982.74
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38191,62854.02,7025.33,1005.34,70884.69,15950.8,12589.82,5396.6,33937.22,104821.91
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,13181,92379.0,2107.94,3234.69,97721.63,20824.81,12692.13,8015.64,41532.58,139254.21
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,34302,56531.0,0.0,8246.72,64777.72,12688.94,12424.5,5088.44,30201.88,94979.6
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,21618,61615.55,0.0,622.79,62238.34,12825.55,12400.31,5159.7,30385.56,92623.9
